POL,POD,Place of Delivery,Curr,D20,D40,Note,polName,podName,originalPlaceOfDelivery,feederD20,feederD40,baseD20,baseD40,feederPlaceOfReceipt,feederPlaceOfReceiptID,Place of Receipt
657133,649220,660244,USD,3400,4200,"1,2,4",XIAMEN,NEW YORK,"CINCINNATI, OH",360,400,3040,3800,WUHAN,657133,WUHAN
657133,657301,660244,USD,3400,4200,"1,2,4",XIAMEN,NORFOLK,"CINCINNATI, OH",360,400,3040,3800,WUHAN,657133,WUHAN
657133,649220,657532,USD,3280,4050,"1,2,4",XIAMEN,NEW YORK,"CLEVELAND, OH",360,400,2920,3650,WUHAN,657133,WUHAN
657133,657301,657532,USD,3280,4050,"1,2,4",XIAMEN,NORFOLK,"CLEVELAND, OH",360,400,2920,3650,WUHAN,657133,WUHAN
657133,649220,656909,USD,3440,4250,"1,2,4",XIAMEN,NEW YORK,"COLUMBUS, OH",360,400,3080,3850,WUHAN,657133,WUHAN
657133,657301,656909,USD,3440,4250,"1,2,4",XIAMEN,NORFOLK,"COLUMBUS, OH",360,400,3080,3850,WUHAN,657133,WUHAN
657133,657301,659550,USD,3360,4150,"1,2,4",XIAMEN,NORFOLK,"DETROIT, MI",360,400,3000,3750,WUHAN,657133,WUHAN
657133,656290,660248,USD,3000,3700,"1,2,4",XIAMEN,CHARLESTON,"DILLON, SC",360,400,2640,3300,WUHAN,657133,WUHAN
657133,656290,660243,USD,3280,4050,"1,2,4",XIAMEN,CHARLESTON,"GREER, SC",360,400,2920,3650,WUHAN,657133,WUHAN
657133,657301,660249,USD,3400,4200,"1,2,4",XIAMEN,NORFOLK,"KANSAS CITY, KS",360,400,3040,3800,WUHAN,657133,WUHAN
657133,657301,657099,USD,3400,4200,"1,2,4",XIAMEN,NORFOLK,"LOUISVILLE, KY",360,400,3040,3800,WUHAN,657133,WUHAN
657133,656034,657527,USD,3200,3950,"1,2,4",XIAMEN,SAVANNAH,"MEMPHIS, TN",360,400,2840,3550,WUHAN,657133,WUHAN
657133,656034,659680,USD,3320,4100,"1,2,4",XIAMEN,SAVANNAH,"NASHVILLE, TN",360,400,2960,3700,WUHAN,657133,WUHAN
657133,657301,660207,USD,3320,4100,"1,2,4",XIAMEN,NORFOLK,"PHILADELPHIA, PA",360,400,2960,3700,WUHAN,657133,WUHAN
657133,657301,657528,USD,3320,4100,"1,2,4",XIAMEN,NORFOLK,"ST LOUIS, MO",360,400,2960,3700,WUHAN,657133,WUHAN
657133,657525,657525,USD,2440,3000,"1,2,4",XIAMEN,TAMPA,TAMPA,360,400,2080,2600,WUHAN,657133,WUHAN
657133,657381,657381,USD,2440,3000,"1,2,4",XIAMEN,HOUSTON,HOUSTON,360,400,2080,2600,WUHAN,657133,WUHAN
657133,660236,660236,USD,2440,3000,"1,2,4",XIAMEN,MOBILE,MOBILE,360,400,2080,2600,WUHAN,657133,WUHAN
657133,660203,660203,USD,2440,3000,"1,2,4",XIAMEN,NEW ORLEANS,NEW ORLEANS,360,400,2080,2600,WUHAN,657133,WUHAN
657133,657381,657529,USD,3400,4200,"1,2,4",XIAMEN,HOUSTON,"DALLAS, TX",360,400,3040,3800,WUHAN,657133,WUHAN
657133,657381,657100,USD,4040,5000,"1,2,4",XIAMEN,HOUSTON,"DENVER, CO",360,400,3680,4600,WUHAN,657133,WUHAN
657133,660236,657527,USD,3640,4500,"1,2,4",XIAMEN,MOBILE,"MEMPHIS, TN",360,400,3280,4100,WUHAN,657133,WUHAN
657133,649304,649304,USD,2360,2900,"1,2,4",XIAMEN,MIAMI,MIAMI,360,400,2000,2500,WUHAN,657133,WUHAN
659689,660208,660208,USD,2275,2800,"1,2,4",YANTIAN,BALTIMORE,BALTIMORE,315,350,1960,2450,YUEYANG,659689,YUEYANG
659689,649220,649220,USD,2315,2850,"1,2,4",YANTIAN,NEW YORK,NEW YORK,315,350,2000,2500,YUEYANG,659689,YUEYANG
659689,657301,657301,USD,2315,2850,"1,2,4",YANTIAN,NORFOLK,NORFOLK,315,350,2000,2500,YUEYANG,659689,YUEYANG
659689,656034,656034,USD,2315,2850,"1,2,4",YANTIAN,SAVANNAH,SAVANNAH,315,350,2000,2500,YUEYANG,659689,YUEYANG
659689,656290,656290,USD,2315,2850,"1,2,4",YANTIAN,CHARLESTON,CHARLESTON,315,350,2000,2500,YUEYANG,659689,YUEYANG
659689,656034,656775,USD,2915,3600,"1,2,4",YANTIAN,SAVANNAH,"ATLANTA, GA",315,350,2600,3250,YUEYANG,659689,YUEYANG
659689,649220,660245,USD,3355,4150,"1,2,4",YANTIAN,NEW YORK,"BUFFALO, NY",315,350,3040,3800,YUEYANG,659689,YUEYANG
659689,656034,656284,USD,2915,3600,"1,2,4",YANTIAN,SAVANNAH,"CHARLOTTE, NC",315,350,2600,3250,YUEYANG,659689,YUEYANG
659689,656034,660242,USD,3115,3850,"1,2,4",YANTIAN,SAVANNAH,"CHATSWORTH, GA",315,350,2800,3500,YUEYANG,659689,YUEYANG
659689,649220,656569,USD,3355,4150,"1,2,4",YANTIAN,NEW YORK,"CHICAGO, IL",315,350,3040,3800,YUEYANG,659689,YUEYANG
659689,657301,656569,USD,3355,4150,"1,2,4",YANTIAN,NORFOLK,"CHICAGO, IL",315,350,3040,3800,YUEYANG,659689,YUEYANG
659689,649220,660244,USD,3355,4150,"1,2,4",YANTIAN,NEW YORK,"CINCINNATI, OH",315,350,3040,3800,YUEYANG,659689,YUEYANG
659689,657301,660244,USD,3355,4150,"1,2,4",YANTIAN,NORFOLK,"CINCINNATI, OH",315,350,3040,3800,YUEYANG,659689,YUEYANG
659689,649220,657532,USD,3235,4000,"1,2,4",YANTIAN,NEW YORK,"CLEVELAND, OH",315,350,2920,3650,YUEYANG,659689,YUEYANG
659689,657301,657532,USD,3235,4000,"1,2,4",YANTIAN,NORFOLK,"CLEVELAND, OH",315,350,2920,3650,YUEYANG,659689,YUEYANG
659689,649220,656909,USD,3395,4200,"1,2,4",YANTIAN,NEW YORK,"COLUMBUS, OH",315,350,3080,3850,YUEYANG,659689,YUEYANG
659689,657301,656909,USD,3395,4200,"1,2,4",YANTIAN,NORFOLK,"COLUMBUS, OH",315,350,3080,3850,YUEYANG,659689,YUEYANG
659689,657301,659550,USD,3315,4100,"1,2,4",YANTIAN,NORFOLK,"DETROIT, MI",315,350,3000,3750,YUEYANG,659689,YUEYANG
659689,656290,660248,USD,2955,3650,"1,2,4",YANTIAN,CHARLESTON,"DILLON, SC",315,350,2640,3300,YUEYANG,659689,YUEYANG
659689,656290,660243,USD,3235,4000,"1,2,4",YANTIAN,CHARLESTON,"GREER, SC",315,350,2920,3650,YUEYANG,659689,YUEYANG
659689,657301,660249,USD,3355,4150,"1,2,4",YANTIAN,NORFOLK,"KANSAS CITY, KS",315,350,3040,3800,YUEYANG,659689,YUEYANG
659689,657301,657099,USD,3355,4150,"1,2,4",YANTIAN,NORFOLK,"LOUISVILLE, KY",315,350,3040,3800,YUEYANG,659689,YUEYANG
659689,656034,657527,USD,3155,3900,"1,2,4",YANTIAN,SAVANNAH,"MEMPHIS, TN",315,350,2840,3550,YUEYANG,659689,YUEYANG
659689,656034,659680,USD,3275,4050,"1,2,4",YANTIAN,SAVANNAH,"NASHVILLE, TN",315,350,2960,3700,YUEYANG,659689,YUEYANG
659689,657301,660207,USD,3275,4050,"1,2,4",YANTIAN,NORFOLK,"PHILADELPHIA, PA",315,350,2960,3700,YUEYANG,659689,YUEYANG
659689,657301,657528,USD,3275,4050,"1,2,4",YANTIAN,NORFOLK,"ST LOUIS, MO",315,350,2960,3700,YUEYANG,659689,YUEYANG
659689,657525,657525,USD,2395,2950,"1,2,4",YANTIAN,TAMPA,TAMPA,315,350,2080,2600,YUEYANG,659689,YUEYANG
659689,657381,657381,USD,2395,2950,"1,2,4",YANTIAN,HOUSTON,HOUSTON,315,350,2080,2600,YUEYANG,659689,YUEYANG
659689,660236,660236,USD,2395,2950,"1,2,4",YANTIAN,MOBILE,MOBILE,315,350,2080,2600,YUEYANG,659689,YUEYANG
659689,660203,660203,USD,2395,2950,"1,2,4",YANTIAN,NEW ORLEANS,NEW ORLEANS,315,350,2080,2600,YUEYANG,659689,YUEYANG
659689,657381,657529,USD,3355,4150,"1,2,4",YANTIAN,HOUSTON,"DALLAS, TX",315,350,3040,3800,YUEYANG,659689,YUEYANG
659689,657381,657100,USD,3995,4950,"1,2,4",YANTIAN,HOUSTON,"DENVER, CO",315,350,3680,4600,YUEYANG,659689,YUEYANG
659689,660236,657527,USD,3595,4450,"1,2,4",YANTIAN,MOBILE,"MEMPHIS, TN",315,350,3280,4100,YUEYANG,659689,YUEYANG
659689,649304,649304,USD,2315,2850,"1,2,4",YANTIAN,MIAMI,MIAMI,315,350,2000,2500,YUEYANG,659689,YUEYANG
654219,660208,660208,USD,2185,2700,"1,2,4",YANTIAN,BALTIMORE,BALTIMORE,225,250,1960,2450,ZHANJIANG,654219,ZHANJIANG
654219,649220,649220,USD,2225,2750,"1,2,4",YANTIAN,NEW YORK,NEW YORK,225,250,2000,2500,ZHANJIANG,654219,ZHANJIANG
654219,657301,657301,USD,2225,2750,"1,2,4",YANTIAN,NORFOLK,NORFOLK,225,250,2000,2500,ZHANJIANG,654219,ZHANJIANG
654219,656034,656034,USD,2225,2750,"1,2,4",YANTIAN,SAVANNAH,SAVANNAH,225,250,2000,2500,ZHANJIANG,654219,ZHANJIANG
654219,656290,656290,USD,2225,2750,"1,2,4",YANTIAN,CHARLESTON,CHARLESTON,225,250,2000,2500,ZHANJIANG,654219,ZHANJIANG
654219,656034,656775,USD,2825,3500,"1,2,4",YANTIAN,SAVANNAH,"ATLANTA, GA",225,250,2600,3250,ZHANJIANG,654219,ZHANJIANG
654219,649220,660245,USD,3265,4050,"1,2,4",YANTIAN,NEW YORK,"BUFFALO, NY",225,250,3040,3800,ZHANJIANG,654219,ZHANJIANG
654219,656034,656284,USD,2825,3500,"1,2,4",YANTIAN,SAVANNAH,"CHARLOTTE, NC",225,250,2600,3250,ZHANJIANG,654219,ZHANJIANG
654219,656034,660242,USD,3025,3750,"1,2,4",YANTIAN,SAVANNAH,"CHATSWORTH, GA",225,250,2800,3500,ZHANJIANG,654219,ZHANJIANG
654219,649220,656569,USD,3265,4050,"1,2,4",YANTIAN,NEW YORK,"CHICAGO, IL",225,250,3040,3800,ZHANJIANG,654219,ZHANJIANG
654219,657301,656569,USD,3265,4050,"1,2,4",YANTIAN,NORFOLK,"CHICAGO, IL",225,250,3040,3800,ZHANJIANG,654219,ZHANJIANG
654219,649220,660244,USD,3265,4050,"1,2,4",YANTIAN,NEW YORK,"CINCINNATI, OH",225,250,3040,3800,ZHANJIANG,654219,ZHANJIANG
654219,657301,660244,USD,3265,4050,"1,2,4",YANTIAN,NORFOLK,"CINCINNATI, OH",225,250,3040,3800,ZHANJIANG,654219,ZHANJIANG
654219,649220,657532,USD,3145,3900,"1,2,4",YANTIAN,NEW YORK,"CLEVELAND, OH",225,250,2920,3650,ZHANJIANG,654219,ZHANJIANG
654219,657301,657532,USD,3145,3900,"1,2,4",YANTIAN,NORFOLK,"CLEVELAND, OH",225,250,2920,3650,ZHANJIANG,654219,ZHANJIANG
654219,649220,656909,USD,3305,4100,"1,2,4",YANTIAN,NEW YORK,"COLUMBUS, OH",225,250,3080,3850,ZHANJIANG,654219,ZHANJIANG
654219,657301,656909,USD,3305,4100,"1,2,4",YANTIAN,NORFOLK,"COLUMBUS, OH",225,250,3080,3850,ZHANJIANG,654219,ZHANJIANG
654219,657301,659550,USD,3225,4000,"1,2,4",YANTIAN,NORFOLK,"DETROIT, MI",225,250,3000,3750,ZHANJIANG,654219,ZHANJIANG
654219,656290,660248,USD,2865,3550,"1,2,4",YANTIAN,CHARLESTON,"DILLON, SC",225,250,2640,3300,ZHANJIANG,654219,ZHANJIANG
654219,656290,660243,USD,3145,3900,"1,2,4",YANTIAN,CHARLESTON,"GREER, SC",225,250,2920,3650,ZHANJIANG,654219,ZHANJIANG
654219,657301,660249,USD,3265,4050,"1,2,4",YANTIAN,NORFOLK,"KANSAS CITY, KS",225,250,3040,3800,ZHANJIANG,654219,ZHANJIANG
654219,657301,657099,USD,3265,4050,"1,2,4",YANTIAN,NORFOLK,"LOUISVILLE, KY",225,250,3040,3800,ZHANJIANG,654219,ZHANJIANG
654219,656034,657527,USD,3065,3800,"1,2,4",YANTIAN,SAVANNAH,"MEMPHIS, TN",225,250,2840,3550,ZHANJIANG,654219,ZHANJIANG
654219,656034,659680,USD,3185,3950,"1,2,4",YANTIAN,SAVANNAH,"NASHVILLE, TN",225,250,2960,3700,ZHANJIANG,654219,ZHANJIANG
654219,657301,660207,USD,3185,3950,"1,2,4",YANTIAN,NORFOLK,"PHILADELPHIA, PA",225,250,2960,3700,ZHANJIANG,654219,ZHANJIANG
654219,657301,657528,USD,3185,3950,"1,2,4",YANTIAN,NORFOLK,"ST LOUIS, MO",225,250,2960,3700,ZHANJIANG,654219,ZHANJIANG
654219,657525,657525,USD,2305,2850,"1,2,4",YANTIAN,TAMPA,TAMPA,225,250,2080,2600,ZHANJIANG,654219,ZHANJIANG
654219,657381,657381,USD,2305,2850,"1,2,4",YANTIAN,HOUSTON,HOUSTON,225,250,2080,2600,ZHANJIANG,654219,ZHANJIANG
654219,660236,660236,USD,2305,2850,"1,2,4",YANTIAN,MOBILE,MOBILE,225,250,2080,2600,ZHANJIANG,654219,ZHANJIANG
654219,660203,660203,USD,2305,2850,"1,2,4",YANTIAN,NEW ORLEANS,NEW ORLEANS,225,250,2080,2600,ZHANJIANG,654219,ZHANJIANG
654219,657381,657529,USD,3265,4050,"1,2,4",YANTIAN,HOUSTON,"DALLAS, TX",225,250,3040,3800,ZHANJIANG,654219,ZHANJIANG
654219,657381,657100,USD,3905,4850,"1,2,4",YANTIAN,HOUSTON,"DENVER, CO",225,250,3680,4600,ZHANJIANG,654219,ZHANJIANG
654219,660236,657527,USD,3505,4350,"1,2,4",YANTIAN,MOBILE,"MEMPHIS, TN",225,250,3280,4100,ZHANJIANG,654219,ZHANJIANG
654219,649304,649304,USD,2225,2750,"1,2,4",YANTIAN,MIAMI,MIAMI,225,250,2000,2500,ZHANJIANG,654219,ZHANJIANG
659688,660208,660208,USD,2095,2600,"1,2,4",YANTIAN,BALTIMORE,BALTIMORE,135,150,1960,2450,ZHAOQING,659688,ZHAOQING
659688,649220,649220,USD,2135,2650,"1,2,4",YANTIAN,NEW YORK,NEW YORK,135,150,2000,2500,ZHAOQING,659688,ZHAOQING
659688,657301,657301,USD,2135,2650,"1,2,4",YANTIAN,NORFOLK,NORFOLK,135,150,2000,2500,ZHAOQING,659688,ZHAOQING
659688,656034,656034,USD,2135,2650,"1,2,4",YANTIAN,SAVANNAH,SAVANNAH,135,150,2000,2500,ZHAOQING,659688,ZHAOQING
659688,656290,656290,USD,2135,2650,"1,2,4",YANTIAN,CHARLESTON,CHARLESTON,135,150,2000,2500,ZHAOQING,659688,ZHAOQING
659688,656034,656775,USD,2735,3400,"1,2,4",YANTIAN,SAVANNAH,"ATLANTA, GA",135,150,2600,3250,ZHAOQING,659688,ZHAOQING
659688,649220,660245,USD,3175,3950,"1,2,4",YANTIAN,NEW YORK,"BUFFALO, NY",135,150,3040,3800,ZHAOQING,659688,ZHAOQING
659688,656034,656284,USD,2735,3400,"1,2,4",YANTIAN,SAVANNAH,"CHARLOTTE, NC",135,150,2600,3250,ZHAOQING,659688,ZHAOQING
659688,656034,660242,USD,2935,3650,"1,2,4",YANTIAN,SAVANNAH,"CHATSWORTH, GA",135,150,2800,3500,ZHAOQING,659688,ZHAOQING
659688,649220,656569,USD,3175,3950,"1,2,4",YANTIAN,NEW YORK,"CHICAGO, IL",135,150,3040,3800,ZHAOQING,659688,ZHAOQING
659688,657301,656569,USD,3175,3950,"1,2,4",YANTIAN,NORFOLK,"CHICAGO, IL",135,150,3040,3800,ZHAOQING,659688,ZHAOQING
659688,649220,660244,USD,3175,3950,"1,2,4",YANTIAN,NEW YORK,"CINCINNATI, OH",135,150,3040,3800,ZHAOQING,659688,ZHAOQING
659688,657301,660244,USD,3175,3950,"1,2,4",YANTIAN,NORFOLK,"CINCINNATI, OH",135,150,3040,3800,ZHAOQING,659688,ZHAOQING
659688,649220,657532,USD,3055,3800,"1,2,4",YANTIAN,NEW YORK,"CLEVELAND, OH",135,150,2920,3650,ZHAOQING,659688,ZHAOQING
659688,657301,657532,USD,3055,3800,"1,2,4",YANTIAN,NORFOLK,"CLEVELAND, OH",135,150,2920,3650,ZHAOQING,659688,ZHAOQING
659688,649220,656909,USD,3215,4000,"1,2,4",YANTIAN,NEW YORK,"COLUMBUS, OH",135,150,3080,3850,ZHAOQING,659688,ZHAOQING
659688,657301,656909,USD,3215,4000,"1,2,4",YANTIAN,NORFOLK,"COLUMBUS, OH",135,150,3080,3850,ZHAOQING,659688,ZHAOQING
659688,657301,659550,USD,3135,3900,"1,2,4",YANTIAN,NORFOLK,"DETROIT, MI",135,150,3000,3750,ZHAOQING,659688,ZHAOQING
659688,656290,660248,USD,2775,3450,"1,2,4",YANTIAN,CHARLESTON,"DILLON, SC",135,150,2640,3300,ZHAOQING,659688,ZHAOQING
659688,656290,660243,USD,3055,3800,"1,2,4",YANTIAN,CHARLESTON,"GREER, SC",135,150,2920,3650,ZHAOQING,659688,ZHAOQING
659688,657301,660249,USD,3175,3950,"1,2,4",YANTIAN,NORFOLK,"KANSAS CITY, KS",135,150,3040,3800,ZHAOQING,659688,ZHAOQING
659688,657301,657099,USD,3175,3950,"1,2,4",YANTIAN,NORFOLK,"LOUISVILLE, KY",135,150,3040,3800,ZHAOQING,659688,ZHAOQING
659688,656034,657527,USD,2975,3700,"1,2,4",YANTIAN,SAVANNAH,"MEMPHIS, TN",135,150,2840,3550,ZHAOQING,659688,ZHAOQING
659688,656034,659680,USD,3095,3850,"1,2,4",YANTIAN,SAVANNAH,"NASHVILLE, TN",135,150,2960,3700,ZHAOQING,659688,ZHAOQING
659688,657301,660207,USD,3095,3850,"1,2,4",YANTIAN,NORFOLK,"PHILADELPHIA, PA",135,150,2960,3700,ZHAOQING,659688,ZHAOQING
659688,657301,657528,USD,3095,3850,"1,2,4",YANTIAN,NORFOLK,"ST LOUIS, MO",135,150,2960,3700,ZHAOQING,659688,ZHAOQING
659688,657525,657525,USD,2215,2750,"1,2,4",YANTIAN,TAMPA,TAMPA,135,150,2080,2600,ZHAOQING,659688,ZHAOQING
659688,657381,657381,USD,2215,2750,"1,2,4",YANTIAN,HOUSTON,HOUSTON,135,150,2080,2600,ZHAOQING,659688,ZHAOQING
659688,660236,660236,USD,2215,2750,"1,2,4",YANTIAN,MOBILE,MOBILE,135,150,2080,2600,ZHAOQING,659688,ZHAOQING
659688,660203,660203,USD,2215,2750,"1,2,4",YANTIAN,NEW ORLEANS,NEW ORLEANS,135,150,2080,2600,ZHAOQING,659688,ZHAOQING
659688,657381,657529,USD,3175,3950,"1,2,4",YANTIAN,HOUSTON,"DALLAS, TX",135,150,3040,3800,ZHAOQING,659688,ZHAOQING
659688,657381,657100,USD,3815,4750,"1,2,4",YANTIAN,HOUSTON,"DENVER, CO",135,150,3680,4600,ZHAOQING,659688,ZHAOQING
659688,660236,657527,USD,3415,4250,"1,2,4",YANTIAN,MOBILE,"MEMPHIS, TN",135,150,3280,4100,ZHAOQING,659688,ZHAOQING
659688,649304,649304,USD,2135,2650,"1,2,4",YANTIAN,MIAMI,MIAMI,135,150,2000,2500,ZHAOQING,659688,ZHAOQING
655014,660208,660208,USD,2140,2650,"1,2,4",YANTIAN,BALTIMORE,BALTIMORE,180,200,1960,2450,ZHONGSHAN,655014,ZHONGSHAN
655014,649220,649220,USD,2180,2700,"1,2,4",YANTIAN,NEW YORK,NEW YORK,180,200,2000,2500,ZHONGSHAN,655014,ZHONGSHAN
655014,657301,657301,USD,2180,2700,"1,2,4",YANTIAN,NORFOLK,NORFOLK,180,200,2000,2500,ZHONGSHAN,655014,ZHONGSHAN
655014,656034,656034,USD,2180,2700,"1,2,4",YANTIAN,SAVANNAH,SAVANNAH,180,200,2000,2500,ZHONGSHAN,655014,ZHONGSHAN
655014,656290,656290,USD,2180,2700,"1,2,4",YANTIAN,CHARLESTON,CHARLESTON,180,200,2000,2500,ZHONGSHAN,655014,ZHONGSHAN
655014,656034,656775,USD,2780,3450,"1,2,4",YANTIAN,SAVANNAH,"ATLANTA, GA",180,200,2600,3250,ZHONGSHAN,655014,ZHONGSHAN
655014,649220,660245,USD,3220,4000,"1,2,4",YANTIAN,NEW YORK,"BUFFALO, NY",180,200,3040,3800,ZHONGSHAN,655014,ZHONGSHAN
655014,656034,656284,USD,2780,3450,"1,2,4",YANTIAN,SAVANNAH,"CHARLOTTE, NC",180,200,2600,3250,ZHONGSHAN,655014,ZHONGSHAN
655014,656034,660242,USD,2980,3700,"1,2,4",YANTIAN,SAVANNAH,"CHATSWORTH, GA",180,200,2800,3500,ZHONGSHAN,655014,ZHONGSHAN
655014,649220,656569,USD,3220,4000,"1,2,4",YANTIAN,NEW YORK,"CHICAGO, IL",180,200,3040,3800,ZHONGSHAN,655014,ZHONGSHAN
655014,657301,656569,USD,3220,4000,"1,2,4",YANTIAN,NORFOLK,"CHICAGO, IL",180,200,3040,3800,ZHONGSHAN,655014,ZHONGSHAN
655014,649220,660244,USD,3220,4000,"1,2,4",YANTIAN,NEW YORK,"CINCINNATI, OH",180,200,3040,3800,ZHONGSHAN,655014,ZHONGSHAN
655014,657301,660244,USD,3220,4000,"1,2,4",YANTIAN,NORFOLK,"CINCINNATI, OH",180,200,3040,3800,ZHONGSHAN,655014,ZHONGSHAN
655014,649220,657532,USD,3100,3850,"1,2,4",YANTIAN,NEW YORK,"CLEVELAND, OH",180,200,2920,3650,ZHONGSHAN,655014,ZHONGSHAN
655014,657301,657532,USD,3100,3850,"1,2,4",YANTIAN,NORFOLK,"CLEVELAND, OH",180,200,2920,3650,ZHONGSHAN,655014,ZHONGSHAN
655014,649220,656909,USD,3260,4050,"1,2,4",YANTIAN,NEW YORK,"COLUMBUS, OH",180,200,3080,3850,ZHONGSHAN,655014,ZHONGSHAN
655014,657301,656909,USD,3260,4050,"1,2,4",YANTIAN,NORFOLK,"COLUMBUS, OH",180,200,3080,3850,ZHONGSHAN,655014,ZHONGSHAN
655014,657301,659550,USD,3180,3950,"1,2,4",YANTIAN,NORFOLK,"DETROIT, MI",180,200,3000,3750,ZHONGSHAN,655014,ZHONGSHAN
655014,656290,660248,USD,2820,3500,"1,2,4",YANTIAN,CHARLESTON,"DILLON, SC",180,200,2640,3300,ZHONGSHAN,655014,ZHONGSHAN
655014,656290,660243,USD,3100,3850,"1,2,4",YANTIAN,CHARLESTON,"GREER, SC",180,200,2920,3650,ZHONGSHAN,655014,ZHONGSHAN
655014,657301,660249,USD,3220,4000,"1,2,4",YANTIAN,NORFOLK,"KANSAS CITY, KS",180,200,3040,3800,ZHONGSHAN,655014,ZHONGSHAN
655014,657301,657099,USD,3220,4000,"1,2,4",YANTIAN,NORFOLK,"LOUISVILLE, KY",180,200,3040,3800,ZHONGSHAN,655014,ZHONGSHAN
655014,656034,657527,USD,3020,3750,"1,2,4",YANTIAN,SAVANNAH,"MEMPHIS, TN",180,200,2840,3550,ZHONGSHAN,655014,ZHONGSHAN
655014,656034,659680,USD,3140,3900,"1,2,4",YANTIAN,SAVANNAH,"NASHVILLE, TN",180,200,2960,3700,ZHONGSHAN,655014,ZHONGSHAN
655014,657301,660207,USD,3140,3900,"1,2,4",YANTIAN,NORFOLK,"PHILADELPHIA, PA",180,200,2960,3700,ZHONGSHAN,655014,ZHONGSHAN
655014,657301,657528,USD,3140,3900,"1,2,4",YANTIAN,NORFOLK,"ST LOUIS, MO",180,200,2960,3700,ZHONGSHAN,655014,ZHONGSHAN
655014,657525,657525,USD,2260,2800,"1,2,4",YANTIAN,TAMPA,TAMPA,180,200,2080,2600,ZHONGSHAN,655014,ZHONGSHAN
655014,657381,657381,USD,2260,2800,"1,2,4",YANTIAN,HOUSTON,HOUSTON,180,200,2080,2600,ZHONGSHAN,655014,ZHONGSHAN
655014,660236,660236,USD,2260,2800,"1,2,4",YANTIAN,MOBILE,MOBILE,180,200,2080,2600,ZHONGSHAN,655014,ZHONGSHAN
655014,660203,660203,USD,2260,2800,"1,2,4",YANTIAN,NEW ORLEANS,NEW ORLEANS,180,200,2080,2600,ZHONGSHAN,655014,ZHONGSHAN
655014,657381,657529,USD,3220,4000,"1,2,4",YANTIAN,HOUSTON,"DALLAS, TX",180,200,3040,3800,ZHONGSHAN,655014,ZHONGSHAN
655014,657381,657100,USD,3860,4800,"1,2,4",YANTIAN,HOUSTON,"DENVER, CO",180,200,3680,4600,ZHONGSHAN,655014,ZHONGSHAN
655014,660236,657527,USD,3460,4300,"1,2,4",YANTIAN,MOBILE,"MEMPHIS, TN",180,200,3280,4100,ZHONGSHAN,655014,ZHONGSHAN
655014,649304,649304,USD,2180,2700,"1,2,4",YANTIAN,MIAMI,MIAMI,180,200,2000,2500,ZHONGSHAN,655014,ZHONGSHAN
649208,660208,660208,USD,2140,2650,"1,2,4",YANTIAN,BALTIMORE,BALTIMORE,180,200,1960,2450,ZHUHAI,649208,ZHUHAI
649208,649220,649220,USD,2180,2700,"1,2,4",YANTIAN,NEW YORK,NEW YORK,180,200,2000,2500,ZHUHAI,649208,ZHUHAI
649208,657301,657301,USD,2180,2700,"1,2,4",YANTIAN,NORFOLK,NORFOLK,180,200,2000,2500,ZHUHAI,649208,ZHUHAI
649208,656034,656034,USD,2180,2700,"1,2,4",YANTIAN,SAVANNAH,SAVANNAH,180,200,2000,2500,ZHUHAI,649208,ZHUHAI
649208,656290,656290,USD,2180,2700,"1,2,4",YANTIAN,CHARLESTON,CHARLESTON,180,200,2000,2500,ZHUHAI,649208,ZHUHAI
649208,656034,656775,USD,2780,3450,"1,2,4",YANTIAN,SAVANNAH,"ATLANTA, GA",180,200,2600,3250,ZHUHAI,649208,ZHUHAI
649208,649220,660245,USD,3220,4000,"1,2,4",YANTIAN,NEW YORK,"BUFFALO, NY",180,200,3040,3800,ZHUHAI,649208,ZHUHAI
649208,656034,656284,USD,2780,3450,"1,2,4",YANTIAN,SAVANNAH,"CHARLOTTE, NC",180,200,2600,3250,ZHUHAI,649208,ZHUHAI
649208,656034,660242,USD,2980,3700,"1,2,4",YANTIAN,SAVANNAH,"CHATSWORTH, GA",180,200,2800,3500,ZHUHAI,649208,ZHUHAI
649208,649220,656569,USD,3220,4000,"1,2,4",YANTIAN,NEW YORK,"CHICAGO, IL",180,200,3040,3800,ZHUHAI,649208,ZHUHAI
649208,657301,656569,USD,3220,4000,"1,2,4",YANTIAN,NORFOLK,"CHICAGO, IL",180,200,3040,3800,ZHUHAI,649208,ZHUHAI
649208,649220,660244,USD,3220,4000,"1,2,4",YANTIAN,NEW YORK,"CINCINNATI, OH",180,200,3040,3800,ZHUHAI,649208,ZHUHAI
649208,657301,660244,USD,3220,4000,"1,2,4",YANTIAN,NORFOLK,"CINCINNATI, OH",180,200,3040,3800,ZHUHAI,649208,ZHUHAI
649208,649220,657532,USD,3100,3850,"1,2,4",YANTIAN,NEW YORK,"CLEVELAND, OH",180,200,2920,3650,ZHUHAI,649208,ZHUHAI
649208,657301,657532,USD,3100,3850,"1,2,4",YANTIAN,NORFOLK,"CLEVELAND, OH",180,200,2920,3650,ZHUHAI,649208,ZHUHAI
649208,649220,656909,USD,3260,4050,"1,2,4",YANTIAN,NEW YORK,"COLUMBUS, OH",180,200,3080,3850,ZHUHAI,649208,ZHUHAI
649208,657301,656909,USD,3260,4050,"1,2,4",YANTIAN,NORFOLK,"COLUMBUS, OH",180,200,3080,3850,ZHUHAI,649208,ZHUHAI
